"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"Tarbimine";"Tootmine";"Planeeritud tarbimine";"Planeeritud tootmine"
"1731103200";"09.11.2024 00:00";"835,3";"521,6";"808,4";"472,5"
"1731106800";"09.11.2024 01:00";"809,8";"493,7";"849,9";"489,2"
"1731110400";"09.11.2024 02:00";"784,8";"508,4";"820,6";"488,6"
"1731114000";"09.11.2024 03:00";"772,1";"504,9";"828,6";"516,4"
"1731117600";"09.11.2024 04:00";"754,9";"527,8";"799,1";"532,4"
"1731121200";"09.11.2024 05:00";"761,2";"492,6";"824,8";"540"
"1731124800";"09.11.2024 06:00";"788,3";"470";"843,9";"520,1"
"1731128400";"09.11.2024 07:00";"842";"484,9";"884,4";"473,6"
"1731132000";"09.11.2024 08:00";"892,4";"482,4";"918,8";"492,8"
"1731135600";"09.11.2024 09:00";"1007,5";"549,5";"936,9";"510,9"
"1731139200";"09.11.2024 10:00";"1026,4";"586,3";"950,2";"524,2"
"1731142800";"09.11.2024 11:00";"1047,8";"625";"949,3";"523,3"
"1731146400";"09.11.2024 12:00";"1040,6";"632,6";"955,6";"529,6"
"1731150000";"09.11.2024 13:00";"1006,5";"636,3";"961,2";"534,4"
"1731153600";"09.11.2024 14:00";"976,2";"552,4";"941,3";"501,8"
"1731157200";"09.11.2024 15:00";"961,4";"480";"984,9";"479,9"
"1731160800";"09.11.2024 16:00";"985,3";"472,6";"978,7";"460,1"
"1731164400";"09.11.2024 17:00";"991,7";"464,8";"1030,6";"478,3"
"1731168000";"09.11.2024 18:00";"973,1";"450,2";"1017,9";"453"
"1731171600";"09.11.2024 19:00";"946,8";"432,2";"1001,9";"452,2"
"1731175200";"09.11.2024 20:00";"921,4";"415,5";"963,7";"446,4"
"1731178800";"09.11.2024 21:00";"889,1";"404,9";"919,8";"430,9"
"1731182400";"09.11.2024 22:00";"843,8";"402,1";"873,6";"427"
"1731186000";"09.11.2024 23:00";"795,6";"350,3";"837,4";"396,8"
"1731189600";"10.11.2024 00:00";"758,3";"347,5";"820";"394,3"
"1731193200";"10.11.2024 01:00";"742,5";"302,5";"755,4";"331,8"
"1731196800";"10.11.2024 02:00";"722,7";"326,3";"720,7";"294,6"
"1731200400";"10.11.2024 03:00";"716,1";"302,8";"717,3";"291,3"
"1731204000";"10.11.2024 04:00";"709,4";"300";"720,3";"294,3"
"1731207600";"10.11.2024 05:00";"715,1";"306,2";"722,3";"296,3"
"1731211200";"10.11.2024 06:00";"737,3";"335,8";"757,4";"331,4"
"1731214800";"10.11.2024 07:00";"772";"350,2";"808,4";"355,5"
"1731218400";"10.11.2024 08:00";"818,7";"347";"862,2";"364,8"
"1731222000";"10.11.2024 09:00";"911,9";"379,7";"933,3";"381,1"
"1731225600";"10.11.2024 10:00";"930,5";"424,9";"930,2";"415,4"
"1731229200";"10.11.2024 11:00";"946";"478,2";"918,2";"446,1"
"1731232800";"10.11.2024 12:00";"955,3";"493,4";"921,1";"440,7"
"1731236400";"10.11.2024 13:00";"944,1";"448,6";"929,2";"407,8"
"1731240000";"10.11.2024 14:00";"934,1";"397,9";"939,6";"382,2"
"1731243600";"10.11.2024 15:00";"944,9";"362,1";"1006,8";"356"
"1731247200";"10.11.2024 16:00";"989,2";"325,2";"1036";"350"
"1731250800";"10.11.2024 17:00";"1011";"387,1";"1002,4";"397,7"
"1731254400";"10.11.2024 18:00";"1000,3";"399,7";"1029,7";"394,7"
"1731258000";"10.11.2024 19:00";"979,6";"405,6";"1009,7";"407,1"
"1731261600";"10.11.2024 20:00";"951";"415,3";"955,7";"414"
"1731265200";"10.11.2024 21:00";"909,1";"419,7";"895";"424,5"
"1731268800";"10.11.2024 22:00";"857,6";"408";"873,1";"445,1"
"1731272400";"10.11.2024 23:00";"802,3";"375,1";"795,1";"369,1"
"1731276000";"11.11.2024 00:00";"767,7";"370,6";"771,9";"345,9"
"1731279600";"11.11.2024 01:00";"748,9";"344,8";"770,3";"344,3"
"1731283200";"11.11.2024 02:00";"744,3";"328,2";"751";"325"
"1731286800";"11.11.2024 03:00";"745";"329,4";"755,8";"329,8"
"1731290400";"11.11.2024 04:00";"743,3";"340";"759,1";"333,1"
"1731294000";"11.11.2024 05:00";"767,7";"373,9";"800,7";"374,7"
"1731297600";"11.11.2024 06:00";"885,8";"417,8";"935,4";"427,2"
"1731301200";"11.11.2024 07:00";"1023,4";"447,7";"1058,7";"463"
"1731304800";"11.11.2024 08:00";"1101,8";"463,4";"1111,4";"443,3"
"1731308400";"11.11.2024 09:00";"1159,6";"508,5";"1141";"483,4"
"1731312000";"11.11.2024 10:00";"1151,4";"510,5";"1106";"495"
"1731315600";"11.11.2024 11:00";"1157,4";"525,1";"1100,8";"499,1"
"1731319200";"11.11.2024 12:00";"1157,1";"522,9";"1079,7";"506"
"1731322800";"11.11.2024 13:00";"1160,7";"508,9";"1124,6";"471,5"
"1731326400";"11.11.2024 14:00";"1137,4";"462,7";"1063,3";"493,8"
"1731330000";"11.11.2024 15:00";"1143,9";"456,7";"1093";"479,1"
"1731333600";"11.11.2024 16:00";"1157";"465,2";"1111,3";"470,9"
"1731337200";"11.11.2024 17:00";"1149,9";"462,2";"1136,7";"485,7"
"1731340800";"11.11.2024 18:00";"1124";"443";"1185,7";"463,5"
"1731344400";"11.11.2024 19:00";"1088,9";"450,9";"1124,8";"478,8"
"1731348000";"11.11.2024 20:00";"1050,6";"448,8";"1102,2";"485,5"
"1731351600";"11.11.2024 21:00";"1003,1";"455,6";"1042,6";"490,8"
"1731355200";"11.11.2024 22:00";"933";"431,3";"979,4";"471,7"
"1731358800";"11.11.2024 23:00";"854,4";"427,7";"907,7";"481,7"
"1731362400";"12.11.2024 00:00";"826,4";"417,4";"868,9";"448,1"
"1731366000";"12.11.2024 01:00";"806,5";"430,4";"812,5";"433,7"
"1731369600";"12.11.2024 02:00";"795,9";"453,1";"796,3";"438,7"
"1731373200";"12.11.2024 03:00";"792,2";"472,7";"792,2";"451,9"
"1731376800";"12.11.2024 04:00";"787,5";"483,9";"805,7";"469,6"
"1731380400";"12.11.2024 05:00";"810,9";"500,1";"848,8";"490,2"
"1731384000";"12.11.2024 06:00";"917";"503,9";"963,7";"537,7"
"1731387600";"12.11.2024 07:00";"1039";"611,6";"1043,7";"592,1"
"1731391200";"12.11.2024 08:00";"1108,4";"648,7";"1098,2";"653,3"
"1731394800";"12.11.2024 09:00";"1163,4";"706,9";"1134,4";"708,1"
"1731398400";"12.11.2024 10:00";"1159,7";"714,2";"1125,9";"699,9"
"1731402000";"12.11.2024 11:00";"1178,7";"725,4";"1117,6";"691,6"
"1731405600";"12.11.2024 12:00";"1152,6";"702,6";"1116,3";"690,3"
"1731409200";"12.11.2024 13:00";"1138,3";"667,7";"1131,4";"684,1"
"1731412800";"12.11.2024 14:00";"1131,2";"656,8";"1123,3";"644,1"
"1731416400";"12.11.2024 15:00";"1143,7";"646,5";"1156";"622"
"1731420000";"12.11.2024 16:00";"1147,5";"657,3";"1126,7";"619,2"
"1731423600";"12.11.2024 17:00";"1133,4";"638";"1129,2";"627,9"
"1731427200";"12.11.2024 18:00";"1109,6";"618,4";"1115,4";"627,7"
"1731430800";"12.11.2024 19:00";"1082,4";"613,6";"1079,9";"616"
"1731434400";"12.11.2024 20:00";"1048,8";"612,8";"1040,7";"600,7"
"1731438000";"12.11.2024 21:00";"1007,5";"601,6";"982,5";"605,7"
"1731441600";"12.11.2024 22:00";"940,2";"586,9";"925,8";"538,9"
"1731445200";"12.11.2024 23:00";"871,4";"499,7";"851,6";"468,3"
"1731448800";"13.11.2024 00:00";"832,2";"490,9";"785,8";"464,4"
"1731452400";"13.11.2024 01:00";"778,3";"582,6";"786,8";"586,5"
"1731456000";"13.11.2024 02:00";"762,1";"554,3";"768,8";"534,2"
"1731459600";"13.11.2024 03:00";"763,5";"539,9";"766,1";"528"
"1731463200";"13.11.2024 04:00";"762,9";"496,7";"766";"487,8"
"1731466800";"13.11.2024 05:00";"793,4";"506,9";"808,6";"499,4"
"1731470400";"13.11.2024 06:00";"902,2";"583,7";"943,4";"599,6"
"1731474000";"13.11.2024 07:00";"1038,4";"608,9";"1044,9";"603,8"
"1731477600";"13.11.2024 08:00";"1108,3";"640,3";"1110,9";"634,5"
"1731481200";"13.11.2024 09:00";"1209,6";"749,3";"1122,1";"667,3"
"1731484800";"13.11.2024 10:00";"1223";"790,3";"1137,6";"715,7"
"1731488400";"13.11.2024 11:00";"1237,3";"826,3";"1122,6";"746,8"
"1731492000";"13.11.2024 12:00";"1221,7";"842,3";"1094";"759,6"
"1731495600";"13.11.2024 13:00";"1192,7";"801,1";"1101,4";"751,7"
"1731499200";"13.11.2024 14:00";"1143,2";"791,8";"1103,4";"747,7"
"1731502800";"13.11.2024 15:00";"1127,3";"750,7";"1120,2";"758,3"
"1731506400";"13.11.2024 16:00";"1131,5";"731";"1126,3";"769,8"
"1731510000";"13.11.2024 17:00";"1133,5";"750,8";"1092,9";"756,5"
"1731513600";"13.11.2024 18:00";"1106,6";"805,4";"1073,2";"779,1"
"1731517200";"13.11.2024 19:00";"1075,2";"855,3";"1056,7";"812,6"
"1731520800";"13.11.2024 20:00";"1043,7";"761,4";"1056,8";"709,2"
"1731524400";"13.11.2024 21:00";"994,6";"653,4";"1024,6";"650,2"
"1731528000";"13.11.2024 22:00";"927,2";"686,3";"942,3";"634,9"
"1731531600";"13.11.2024 23:00";"843,9";"696,3";"845,3";"672,7"
"1731535200";"14.11.2024 00:00";"818,5";"690,5";"844,5";"658,6"
"1731538800";"14.11.2024 01:00";"793,8";"649";"838,7";"652,6"
"1731542400";"14.11.2024 02:00";"790,9";"636,4";"803,5";"621,1"
"1731546000";"14.11.2024 03:00";"787,9";"661,5";"808,9";"633,9"
"1731549600";"14.11.2024 04:00";"782,3";"631,7";"831";"619"
"1731553200";"14.11.2024 05:00";"803,5";"628,4";"853,6";"585,5"
"1731556800";"14.11.2024 06:00";"921,4";"605,1";"972,8";"559,5"
"1731560400";"14.11.2024 07:00";"1040,9";"584,5";"1075,3";"541,3"
"1731564000";"14.11.2024 08:00";"1106,7";"597,7";"1149,5";"572,7"
"1731567600";"14.11.2024 09:00";"1219,5";"627,5";"1186,4";"585,2"
"1731571200";"14.11.2024 10:00";"1157,8";"602";"1145,6";"585,7"
"1731574800";"14.11.2024 11:00";"1078,5";"602,6";"1153,5";"620,5"
"1731578400";"14.11.2024 12:00";"1036,1";"590,2";"1140";"648,9"
"1731582000";"14.11.2024 13:00";"1069,6";"567,1";"1128,3";"650,7"
"1731585600";"14.11.2024 14:00";"1071,6";"596,1";"1028,9";"600,4"
"1731589200";"14.11.2024 15:00";"1099,9";"588,6";"1104";"604,8"
"1731592800";"14.11.2024 16:00";"1130";"643,9";"1082,8";"617,9"
"1731596400";"14.11.2024 17:00";"1135,2";"601,2";"1194";"675,2"
"1731600000";"14.11.2024 18:00";"1113,6";"617,5";"1107,2";"666,9"
"1731603600";"14.11.2024 19:00";"1098,3";"605,2";"1086,8";"640,2"
"1731607200";"14.11.2024 20:00";"1069";"621,8";"1063,8";"653,6"
"1731610800";"14.11.2024 21:00";"1033,2";"584,4";"1011,9";"585,7"
"1731614400";"14.11.2024 22:00";"962,4";"542";"922,5";"583,4"
"1731618000";"14.11.2024 23:00";"890,7";"531";"856,4";"540,8"
"1731621600";"15.11.2024 00:00";"862,5";"528,1";"836,5";"554,7"
"1731625200";"15.11.2024 01:00";"829,1";"526";"809,1";"539,2"
"1731628800";"15.11.2024 02:00";"818,1";"562";"794,5";"498,2"
"1731632400";"15.11.2024 03:00";"799,5";"559,3";"829,1";"525,1"
"1731636000";"15.11.2024 04:00";"804,8";"608,2";"840,5";"548,9"
"1731639600";"15.11.2024 05:00";"820";"646,4";"895,6";"581,6"
"1731643200";"15.11.2024 06:00";"926,2";"667,1";"978,1";"668"
"1731646800";"15.11.2024 07:00";"1035,7";"685,3";"1048,9";"658"
"1731650400";"15.11.2024 08:00";"1074,8";"650";"1126,9";"664"
"1731654000";"15.11.2024 09:00";"1142,9";"709,2";"1132,9";"679,6"
"1731657600";"15.11.2024 10:00";"1113,6";"690,6";"1137";"693,8"
"1731661200";"15.11.2024 11:00";"1084,2";"686,3";"1131,5";"697,9"
"1731664800";"15.11.2024 12:00";"1051,7";"707,1";"1078,3";"699,8"
"1731668400";"15.11.2024 13:00";"1064,2";"668,7";"1077,2";"710,1"
"1731672000";"15.11.2024 14:00";"1078,3";"607,2";"1057,2";"650,1"
"1731675600";"15.11.2024 15:00";"1091,6";"626,8";"1032,5";"588,1"
"1731679200";"15.11.2024 16:00";"1098,9";"669,9";"1050";"608,2"
"1731682800";"15.11.2024 17:00";"1090,9";"661,3";"1126,9";"679"
"1731686400";"15.11.2024 18:00";"1054,8";"659,3";"1076,1";"663,5"
"1731690000";"15.11.2024 19:00";"1025,7";"626,3";"1033";"668,8"
"1731693600";"15.11.2024 20:00";"1017,2";"575,3";"1023,9";"620,8"
"1731697200";"15.11.2024 21:00";"980,3";"585,8";"1015,5";"634,5"
"1731700800";"15.11.2024 22:00";"916,6";"607,7";"924,5";"626,4"
"1731704400";"15.11.2024 23:00";"840,2";"616,3";"881";"638,9"
"1731708000";"16.11.2024 00:00";"794,4";"574,7";"825,2";"566,6"
"1731711600";"16.11.2024 01:00";"794,8";"471,2";"848,7";"506"
"1731715200";"16.11.2024 02:00";"783,2";"437,8";"832";"486,9"
"1731718800";"16.11.2024 03:00";"776,4";"450,9";"843,8";"510,6"
"1731722400";"16.11.2024 04:00";"772,2";"450,9";"818,3";"505"
"1731726000";"16.11.2024 05:00";"772,7";"480,4";"837,9";"531,8"
"1731729600";"16.11.2024 06:00";"805,2";"522,6";"853,8";"584,5"
"1731733200";"16.11.2024 07:00";"872";"541,1";"885,5";"543,7"
"1731736800";"16.11.2024 08:00";"919,4";"595,8";"941,3";"637,2"
"1731740400";"16.11.2024 09:00";"1003,8";"705,2";"962,5";"666,7"
"1731744000";"16.11.2024 10:00";"1029,8";"743,5";"988,5";"680,6"
"1731747600";"16.11.2024 11:00";"1040,8";"611";"1053,2";"619"
"1731751200";"16.11.2024 12:00";"1018,3";"646,7";"1062,5";"662,4"
"1731754800";"16.11.2024 13:00";"1017,7";"645,5";"1039,5";"654,2"
"1731758400";"16.11.2024 14:00";"1008";"716";"1000,4";"673,7"
"1731762000";"16.11.2024 15:00";"1026,9";"694,6";"1029,5";"663,6"
"1731765600";"16.11.2024 16:00";"1051,7";"698";"1044,6";"654,1"
"1731769200";"16.11.2024 17:00";"1029,9";"729";"1038";"678,8"
"1731772800";"16.11.2024 18:00";"1028,9";"717";"1025,3";"679,8"
"1731776400";"16.11.2024 19:00";"1016,1";"652,1";"1014,4";"687"
"1731780000";"16.11.2024 20:00";"976,9";"561";"967,6";"622,5"
"1731783600";"16.11.2024 21:00";"940,6";"559";"897,8";"562,6"
"1731787200";"16.11.2024 22:00";"909,1";"492,2";"918,8";"561,6"
"1731790800";"16.11.2024 23:00";"847,3";"487,9";"886,7";"537"
"1731794400";"17.11.2024 00:00";"827,2";"485,1";"865,3";"544,2"
"1731798000";"17.11.2024 01:00";"796,8";"449,1";"874,9";"492,2"
"1731801600";"17.11.2024 02:00";"786,9";"488,5";"855,6";"491,1"
"1731805200";"17.11.2024 03:00";"769,7";"466,8";"866";"516"
"1731808800";"17.11.2024 04:00";"758,3";"497,2";"828";"544,5"
"1731812400";"17.11.2024 05:00";"759,4";"584,9";"822,8";"558,3"
"1731816000";"17.11.2024 06:00";"800,1";"628,7";"835,8";"621,9"
"1731819600";"17.11.2024 07:00";"845,5";"626,6";"882,7";"628,3"
"1731823200";"17.11.2024 08:00";"880,5";"645,7";"901,8";"652,2"
"1731826800";"17.11.2024 09:00";"993,1";"715,9";"959,5";"684,5"
"1731830400";"17.11.2024 10:00";"992,9";"717,6";"974,3";"687,4"
"1731834000";"17.11.2024 11:00";"921,3";"707,8";"966,3";"716,7"
"1731837600";"17.11.2024 12:00";"901,5";"680,2";"964";"679,2"
"1731841200";"17.11.2024 13:00";"918,1";"613,8";"953,3";"630,4"
"1731844800";"17.11.2024 14:00";"951,8";"543,1";"939,3";"598,5"
"1731848400";"17.11.2024 15:00";"992,8";"566";"980";"556,2"
"1731852000";"17.11.2024 16:00";"1076,6";"637,9";"1033,9";"584,5"
"1731855600";"17.11.2024 17:00";"1100,9";"646,8";"1115,5";"617,6"
"1731859200";"17.11.2024 18:00";"1085,7";"621,2";"1078,8";"611,3"
"1731862800";"17.11.2024 19:00";"1060,6";"583,9";"1034,4";"611,2"
"1731866400";"17.11.2024 20:00";"1020,3";"616,2";"996,4";"572,7"
"1731870000";"17.11.2024 21:00";"986,2";"630,1";"968,7";"566,5"
"1731873600";"17.11.2024 22:00";"940,9";"573,2";"975,3";"567,7"
"1731877200";"17.11.2024 23:00";"889,2";"582,3";"881,6";"545,3"
"1731880800";"18.11.2024 00:00";"858,4";"595,1";"902,1";"530,8"
"1731884400";"18.11.2024 01:00";"850,8";"575,9";"794,4";"584,7"
"1731888000";"18.11.2024 02:00";"831,5";"500,8";"828,7";"540,9"
"1731891600";"18.11.2024 03:00";"826,2";"480,2";"818,8";"523,7"
"1731895200";"18.11.2024 04:00";"838";"518,3";"857,7";"499,1"
"1731898800";"18.11.2024 05:00";"872,9";"501,8";"895,4";"494,2"
"1731902400";"18.11.2024 06:00";"981,2";"459,1";"1001,2";"491,3"
"1731906000";"18.11.2024 07:00";"1057,2";"505,3";"1021,1";"522,5"
"1731909600";"18.11.2024 08:00";"1108,9";"537";"1084,4";"538,1"
"1731913200";"18.11.2024 09:00";"1186,9";"713,8";"1157,3";"637,1"
"1731916800";"18.11.2024 10:00";"1151,6";"732,1";"1127,1";"669,6"
"1731920400";"18.11.2024 11:00";"1137,4";"722,6";"1096,5";"691"
"1731924000";"18.11.2024 12:00";"1120,8";"688,3";"1107,4";"666,5"
"1731927600";"18.11.2024 13:00";"1134,6";"649,7";"1101,4";"677,5"
"1731931200";"18.11.2024 14:00";"1115,2";"608,5";"1096,6";"632,9"
"1731934800";"18.11.2024 15:00";"1143,5";"593,3";"1104";"601"
"1731938400";"18.11.2024 16:00";"1160,6";"693,1";"1114,4";"703,4"
"1731942000";"18.11.2024 17:00";"1144,2";"720,9";"1102,4";"717"
"1731945600";"18.11.2024 18:00";"1122,1";"700,6";"1059,3";"733"
"1731949200";"18.11.2024 19:00";"1088,2";"698,5";"1038,7";"701,3"
"1731952800";"18.11.2024 20:00";"1056";"707,1";"1043,1";"676,2"
"1731956400";"18.11.2024 21:00";"1010,8";"681,7";"1002,1";"690"
"1731960000";"18.11.2024 22:00";"959,9";"659,8";"939,2";"691"
"1731963600";"18.11.2024 23:00";"873,3";"703,6";"868,7";"717,3"
"1731967200";"19.11.2024 00:00";"863,6";"655,4";"877,6";"683,4"
"1731970800";"19.11.2024 01:00";"821,1";"642,6";"809";"523,5"
"1731974400";"19.11.2024 02:00";"806,6";"651,8";"825,7";"655,1"
"1731978000";"19.11.2024 03:00";"795,7";"649,1";"750,4";"617"
"1731981600";"19.11.2024 04:00";"787,3";"607,2";"785,9";"643,4"
"1731985200";"19.11.2024 05:00";"809,2";"635,5";"813,4";"621,8"
"1731988800";"19.11.2024 06:00";"933,6";"616,4";"939,5";"622,7"
"1731992400";"19.11.2024 07:00";"1059,2";"750,8";"1046,9";"758,5"
"1731996000";"19.11.2024 08:00";"1133,3";"817,1";"1118,9";"814,9"
"1731999600";"19.11.2024 09:00";"1227,3";"862,5";"1128,9";"852,9"
"1732003200";"19.11.2024 10:00";"1187,7";"864,2";"1120,8";"886,9"
"1732006800";"19.11.2024 11:00";"1107,2";"861,7";"1089,2";"835,2"
"1732010400";"19.11.2024 12:00";"1074";"846,3";"1087,9";"865,1"
"1732014000";"19.11.2024 13:00";"1104,3";"796,6";"1072,9";"829,1"
"1732017600";"19.11.2024 14:00";"1124";"767,9";"1091,1";"770,6"
"1732021200";"19.11.2024 15:00";"1155,6";"756";"1093,1";"740,1"
"1732024800";"19.11.2024 16:00";"1163";"759,1";"1133,7";"769,5"
"1732028400";"19.11.2024 17:00";"1151,4";"755,3";"1129,3";"804,9"
"1732032000";"19.11.2024 18:00";"1123,9";"762,4";"1041,8";"798,9"
"1732035600";"19.11.2024 19:00";"1092,4";"764,2";"1040,4";"784,2"
"1732039200";"19.11.2024 20:00";"1064,3";"788,5";"994,1";"774,4"
"1732042800";"19.11.2024 21:00";"1017";"805,5";"992,6";"770,1"
"1732046400";"19.11.2024 22:00";"949,2";"716";"911,8";"713,7"
"1732050000";"19.11.2024 23:00";"898,8";"605,1";"860,4";"624,2"
"1732053600";"20.11.2024 00:00";"875,1";"569,2";"821,6";"599,3"
"1732057200";"20.11.2024 01:00";"813,8";"482,7";"806,1";"470,3"
"1732060800";"20.11.2024 02:00";"808";"501,8";"795,2";"508"
"1732064400";"20.11.2024 03:00";"811,1";"560,3";"789,3";"568,2"
"1732068000";"20.11.2024 04:00";"828,2";"617,5";"795,8";"616,1"
"1732071600";"20.11.2024 05:00";"864,3";"696";"844,9";"675,1"
"1732075200";"20.11.2024 06:00";"978,7";"774,2";"970,7";"740,1"
"1732078800";"20.11.2024 07:00";"1112,7";"836,2";"1081,8";"795,1"
"1732082400";"20.11.2024 08:00";"1201,4";"880,4";"1130,5";"868,7"
"1732086000";"20.11.2024 09:00";"1272,7";"930,3";"1145,3";"897,2"
"1732089600";"20.11.2024 10:00";"1267,4";"916,1";"1209,1";"917,3"
"1732093200";"20.11.2024 11:00";"1281,5";"897,5";"1191,4";"913,5"
"1732096800";"20.11.2024 12:00";"1269,9";"837,4";"1196";"905,7"
"1732100400";"20.11.2024 13:00";"1264,9";"754,1";"1165,6";"847,8"
"1732104000";"20.11.2024 14:00";"1222,2";"816,5";"1121,1";"797,5"
"1732107600";"20.11.2024 15:00";"1224,1";"853,5";"1150,8";"784,3"
"1732111200";"20.11.2024 16:00";"1226,8";"916,2";"1182,5";"823,4"
"1732114800";"20.11.2024 17:00";"1203,7";"914,6";"1164,6";"787,7"
"1732118400";"20.11.2024 18:00";"1173,1";"880,3";"1139,6";"724,5"
"1732122000";"20.11.2024 19:00";"1136,1";"881,6";"1105,1";"718,2"
"1732125600";"20.11.2024 20:00";"1100,5";"885,6";"1064,8";"718,5"
"1732129200";"20.11.2024 21:00";"1068,8";"869,6";"1044,8";"700,5"
"1732132800";"20.11.2024 22:00";"988,3";"948,9";"1019,5";"771,3"
"1732136400";"20.11.2024 23:00";"929,4";"914,9";"944,3";"831,1"
"1732140000";"21.11.2024 00:00";"877,7";"897,3";"891,8";"827,6"
"1732143600";"21.11.2024 01:00";"868,5";"842,3";"861,7";"857,3"
"1732147200";"21.11.2024 02:00";"874,5";"839,5";"848,5";"851,5"
"1732150800";"21.11.2024 03:00";"854,4";"822,3";"866,8";"855,5"
"1732154400";"21.11.2024 04:00";"849,3";"850";"865,5";"851,6"
"1732158000";"21.11.2024 05:00";"894,6";"846";"935,8";"853"
"1732161600";"21.11.2024 06:00";"1010,1";"812,3";"1052,9";"847"
"1732165200";"21.11.2024 07:00";"1108,4";"877,3";"1113,4";"885"
"1732168800";"21.11.2024 08:00";"1190,5";"899,2";"1147";"889,6"
"1732172400";"21.11.2024 09:00";"1269,9";"1033,1";"1193,9";"951,6"
"1732176000";"21.11.2024 10:00";"1240,7";"1041,9";"1240,6";"977,7"
"1732179600";"21.11.2024 11:00";"1218,8";"1013,3";"1198,9";"971,2"
"1732183200";"21.11.2024 12:00";"1190";"980,2";"1163";"959,1"
"1732186800";"21.11.2024 13:00";"1209,7";"924,7";"1193,3";"923"
"1732190400";"21.11.2024 14:00";"1191,4";"826,8";"1192,9";"876,7"
"1732194000";"21.11.2024 15:00";"1218,7";"758,2";"1208,5";"855,7"
"1732197600";"21.11.2024 16:00";"1238,9";"759,4";"1220,5";"835"
"1732201200";"21.11.2024 17:00";"1214,7";"705,4";"1263,4";"824,5"
"1732204800";"21.11.2024 18:00";"1208,3";"683,9";"1251,9";"816,5"
"1732208400";"21.11.2024 19:00";"1173,1";"665,2";"1196,1";"808"
"1732212000";"21.11.2024 20:00";"1146,1";"643";"1210,6";"783,4"
"1732215600";"21.11.2024 21:00";"1094,8";"609,2";"1136,1";"746,6"
"1732219200";"21.11.2024 22:00";"1028,3";"614,1";"1047,9";"742,8"
"1732222800";"21.11.2024 23:00";"953,8";"632,2";"993,1";"753,4"
"1732226400";"22.11.2024 00:00";"921,6";"650,4";"965,2";"766,9"
"1732230000";"22.11.2024 01:00";"884,5";"631,4";"819,4";"650,3"
"1732233600";"22.11.2024 02:00";"883,9";"574,9";"789,6";"597,7"
"1732237200";"22.11.2024 03:00";"889,3";"593,7";"777";"593,8"
"1732240800";"22.11.2024 04:00";"885,4";"598,6";"811,7";"640,2"
"1732244400";"22.11.2024 05:00";"914,3";"602,8";"853,5";"629,6"
"1732248000";"22.11.2024 06:00";"1018,5";"637,6";"956,5";"608,7"
"1732251600";"22.11.2024 07:00";"1150,7";"610,6";"1105,4";"668,2"
"1732255200";"22.11.2024 08:00";"1222,8";"633,7";"1162";"687,1"
"1732258800";"22.11.2024 09:00";"1302,8";"708,3";"1182,7";"721,7"
"1732262400";"22.11.2024 10:00";"1287,3";"714,5";"1152,1";"731,5"
"1732266000";"22.11.2024 11:00";"1276,5";"777,2";"1161,6";"749,9"
"1732269600";"22.11.2024 12:00";"1264,9";"801,9";"1143,4";"760,7"
"1732273200";"22.11.2024 13:00";"1256,1";"761,2";"1185,7";"791,2"
"1732276800";"22.11.2024 14:00";"1243,3";"752,4";"1172,1";"758,4"
"1732280400";"22.11.2024 15:00";"1235,2";"721,9";"1200";"738,5"
"1732284000";"22.11.2024 16:00";"1256,4";"650,3";"1170,5";"666,9"
"1732287600";"22.11.2024 17:00";"1238,9";"662,2";"1132";"641,3"
"1732291200";"22.11.2024 18:00";"1209,5";"643,9";"1132,3";"633,1"
"1732294800";"22.11.2024 19:00";"1184,1";"606,6";"1077,1";"596,4"
"1732298400";"22.11.2024 20:00";"1148";"620";"1025,7";"599,6"
"1732302000";"22.11.2024 21:00";"1095,9";"671,2";"975";"590"
"1732305600";"22.11.2024 22:00";"1043,9";"625,6";"902,1";"584,8"
"1732309200";"22.11.2024 23:00";"977,9";"665,2";"839,7";"634"
"1732312800";"23.11.2024 00:00";"954,1";"592,4";"812,5";"555,2"
"1732316400";"23.11.2024 01:00";"916,5";"571,7";"805,3";"559"
"1732320000";"23.11.2024 02:00";"892,2";"566,4";"803,2";"542,6"
"1732323600";"23.11.2024 03:00";"872,8";"607,9";"780,1";"516,1"
"1732327200";"23.11.2024 04:00";"895,3";"538,7";"779,2";"494,8"
"1732330800";"23.11.2024 05:00";"922,6";"501,7";"800,6";"491,7"
"1732334400";"23.11.2024 06:00";"957";"455";"822,4";"474,2"
"1732338000";"23.11.2024 07:00";"981,2";"468,5";"862,2";"439,1"
"1732341600";"23.11.2024 08:00";"1025,1";"508,6";"937";"423,9"
"1732345200";"23.11.2024 09:00";"1113";"567,8";"1007,1";"433,3"
"1732348800";"23.11.2024 10:00";"1138,4";"558,4";"1011,2";"467,4"
"1732352400";"23.11.2024 11:00";"1113,6";"603,5";"961,3";"554,1"
"1732356000";"23.11.2024 12:00";"1097,4";"707,1";"988,1";"582,4"
"1732359600";"23.11.2024 13:00";"1077,3";"610,2";"1037,1";"568,1"
"1732363200";"23.11.2024 14:00";"1070,6";"613,1";"1060,7";"550,5"
"1732366800";"23.11.2024 15:00";"1102,7";"751,7";"1050,9";"611,7"
"1732370400";"23.11.2024 16:00";"1147,1";"761,5";"1089,1";"740,2"
"1732374000";"23.11.2024 17:00";"1152";"764,8";"1051,9";"708"
