avg_day_temp_date,hour_day_value
2025-07-25,22.0825
2025-07-26,21.825833333333335
2025-07-27,21.4175
2025-07-28,22.502499999999998
2025-07-29,22.633333333333336
2025-07-30,22.69333333333333
2025-07-31,21.273333333333333
2025-08-01,18.758333333333333
2025-08-02,19.286666666666665
2025-08-03,21.075833333333332
2025-08-04,21.430000000000003
2025-08-05,18.98
2025-08-06,17.800833333333333
2025-08-07,16.885
2025-08-08,16.63
2025-08-09,17.6775
2025-08-10,17.594166666666666
2025-08-11,17.600833333333334
2025-08-12,16.514166666666664
2025-08-13,16.541666666666668
2025-08-14,17.871666666666666
2025-08-15,19.330833333333334
2025-08-16,17.0075
2025-08-17,14.468333333333334
2025-08-18,15.645833333333334
2025-08-19,16.246666666666666
2025-08-20,14.0675
2025-08-21,11.945833333333333
2025-08-22,12.389166666666666
2025-08-23,12.054166666666667
2025-08-24,11.6625
2025-08-25,11.805833333333334
2025-08-26,12.299166666666666
2025-08-27,12.935833333333335
2025-08-28,14.270000000000001
2025-08-29,14.8725
2025-08-30,16.086666666666666
2025-08-31,15.503333333333332
2025-09-01,15.467500000000001
2025-09-02,15.754166666666668
2025-09-03,16.153333333333332
2025-09-04,16.063333333333333
2025-09-05,17.230833333333333
2025-09-06,18.774166666666666
2025-09-07,18.901666666666667
2025-09-08,18.00583333333333
2025-09-09,16.776666666666667
2025-09-10,17.541666666666668
2025-09-11,18.649166666666666
2025-09-12,16.150833333333335
2025-09-13,16.26
2025-09-14,16.145
2025-09-15,15.214444444444446
